shop_name,shop_number,address,phone,services
全家鳳山五甲店,018612,高雄市鳳山區錦田路１９３號,"07-9744317 , 07-8313940","相片立可得, 廁所, 休憩區"
全家大發中庄店,015306,高雄市大寮區八德路３２號,"07-9741737 , 07-7031937","夯番薯, 休憩區"
全家大發大來店,020421,高雄市大寮區大漢路３５２號,"07-9766982 , 07-7011868","ChargeSPOT, picard"
全家大發上發店,023294,高雄市大寮區大寮路９６１號,"07-9769015 , 07-7880696","烤馬鈴薯, picard, 穆斯林友善商品店舖"
全家大發開封店,017118,高雄市大寮區大寮里大寮路６３０號６３２號１樓,"07-9741767 , 07-7888382","夯番薯, Fami!ce(有販售店), 休憩區"
全家大發仁忠店,018858,高雄市大寮區仁忠路１０３號,"07-9765851 , 07-7874328","Fami!ce(有販售店), SOHOT炎選-現烤點心, 好市多專架, picard, SOHOT炎選-炸烤物"
全家大發仁愛店,022526,高雄市大寮區仁愛路２２號,"07-9766746 , 07-7012590","夯番薯, Fami!ce(有販售店), 休憩區, 烤馬鈴薯, SOHOT炎選-現烤點心, ChargeSPOT"
全家大發內厝店,019077,高雄市大寮區內厝路３０８號（配送用）,"07-9766615 , 07-7827898","Fami!ce(有販售店), 烤馬鈴薯, 好市多專架, ChargeSPOT, picard, 蒸新鮮, 塑環真®循環杯, 穆斯林友善商品店舖"
全家大發四維店,021743,高雄市大寮區四維路２８６號,07-7031279,烤馬鈴薯
全家大發翁園店,019593,高雄市大寮區巷尾路２之１號,"07-9721178 , 07-7835977","Fami!ce(有販售店), 烤馬鈴薯, SOHOT炎選-現烤點心, picard"
全家大發輔大二店,021858,高雄市大寮區進學路１５１號,07-7826753,"夯番薯, Fami!ce(雙口味店), Fami!ce(圓滾滾店), 烤馬鈴薯, SOHOT炎選-現烤點心, 蒸新鮮, SOHOT炎選-炸烤物, 馬尚煮"
全家大發萬翁店,017298,高雄市大寮區永芳里萬丹路５４５號,"07-9741768 , 07-7832602","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, 烤馬鈴薯, ChargeSPOT, picard"
全家大發新發店,022989,高雄市大寮區鳳林三路４０５號,"07-9765052 , 07-7835368","夯番薯, 廁所, 休憩區, Fami!ce(雙口味店), Fami!ce(圓滾滾店), 好市多專架, 穆斯林友善商品店舖"
全家大發江山店,017861,高雄市大寮區鳳屏二路４６號,"07-9763367 , 07-7019527","夯番薯, 休憩區, 烤馬鈴薯, 好市多專架, ChargeSPOT, picard, 蒸新鮮, 塑環真®循環杯"
全家林園文林店,021604,高雄市林園區東林西路１３７號,"07-9741452 , 07-6417056","夯番薯, 相片立可得, 廁所, 休憩區, Fami!ce(雙口味店), ChargeSPOT, 鼎王麻辣蛋, 塑環真®循環杯"
全家林園鑫園店,019197,高雄市林園區林園北路４３９號一樓,"07-9765393 , 07-6417592","夯番薯, 相片立可得, Fami!ce(有販售店), 休憩區, 烤馬鈴薯, 好市多專架, ChargeSPOT, picard, 鼎王麻辣蛋, gogoro電池交換站, 塑環真®循環杯"
全家林園海洋店,021878,高雄市林園區漁港路８７號,"07-9765053 , 07-6410558","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, 好市多專架, ChargeSPOT, picard"
全家林園鳳林店,020593,高雄市林園區鳳林路一段９２號,"07-9744388 , 07-6436091","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, ChargeSPOT, gogoro電池交換站"
全家鳥松大仁店,019336,高雄市鳥松區鳥松里大仁南路１號一樓,"07-9769793 , 07-7353830",夯番薯
全家鳥松高庚店,017080,高雄市鳥松區鳥松區大華里大埤路１２３號Ｂ１,"07-9766631 , 07-7355028","夯番薯, 休憩區, 烤馬鈴薯, SOHOT炎選-現烤點心, ChargeSPOT, 智能咖啡機, 福爾摩沙茶館, 鼎王麻辣蛋, 蒸新鮮, 塑環真®循環杯, SOHOT炎選-炸烤物, 馬尚煮, 穆斯林友善商品店舖"
全家鳥松濱湖店,019539,高雄市鳥松區文前路３巷２１－１號,"07-9744310 , 07-7352906","夯番薯, 相片立可得, Fami!ce(有販售店), 廁所, 休憩區, 烤馬鈴薯, 好市多專架, ChargeSPOT, 鼎王麻辣蛋, gogoro電池交換站"
全家鳥松志榛店,019389,高雄市鳥松區本館路１００號１樓,"07-9766085 , 07-3707758","Fami!ce(有販售店), 烤馬鈴薯, 好市多專架, ChargeSPOT, picard, 鼎王麻辣蛋, 塑環真®循環杯"
全家鳥松觀湖店,018452,高雄市鳥松區松埔北巷４－２０５號,"07-9766303 , 07-7354728","夯番薯, 休憩區, 生鮮蔬菜, 烤馬鈴薯, 穆斯林友善商品店舖"
全家鳥松大華店,022718,高雄市鳥松區球場路７５號１樓,"07-9766240 , 07-3709772","夯番薯, 休憩區"
全家鳥松仁美店,022464,高雄市鳥松區學堂路９１－１號,"07-9741953 , 07-7333641","夯番薯, Fami!ce(有販售店), 休憩區, 烤馬鈴薯, SOHOT炎選-現烤點心, 好市多專架, gogoro電池交換站, 馬尚煮"
全家大樹水興店,016017,高雄市大樹區水寮里中山路１７４號,"07-9741775 , 07-6526780","夯番薯, 休憩區, 好市多專架, 塑環真®循環杯"
全家大樹虹荔店,021088,高雄市大樹區溪埔路４號,"07-9765771 , 07-6562768","Fami!ce(雙口味店), 烤馬鈴薯, picard, 塑環真®循環杯, 馬尚煮"
全家大樹鳳荔店,017806,高雄市大樹區實踐路６１號（一二三四間）,"07-9741881 , 07-6520498","相片立可得, Fami!ce(有販售店), 廁所, 休憩區, 好市多專架, 塑環真®循環杯"
全家大樹義城店,019339,高雄市大樹區學城路一段１２號（商店街１２，１３號）,"07-9741811 , 07-6568076","夯番薯, Fami!ce(雙口味店)"
全家大樹義邦店,019338,高雄市大樹區三和里學城路１段１２號Ｃ３Ｆ０８,"07-9744390 , 07-6568082","夯番薯, Fami!ce(有販售店), 休憩區"
全家大樹義大一店,016487,高雄市大樹區學城路一段１號（學生活動中心）,"07-9741779 , 07-6578913","夯番薯, Fami!ce(有販售店), SOHOT炎選-現烤點心, SOHOT炎選-炸烤物"
全家大樹義大二店,020579,高雄市大樹區學城路一段８巷２號地下１樓,"07-9769798 , 07-6577938","夯番薯, 生鮮蔬菜, 好市多專架, picard, 鼎王麻辣蛋, 馬尚煮"
全家旗山車站店,021915,高雄市旗山區大同街２３號,"07-9765176 , 07-6626300","夯番薯, 相片立可得, Fami!ce(有販售店), 休憩區, SOHOT炎選-現烤點心, SOHOT炎選-炸烤物"
全家美濃泰安店,020663,高雄市美濃區中正路一段５３號,"07-9766881 , 07-6812061","夯番薯, 休憩區, Fami!ce(雙口味店)"
全家六龜農會店,015157,高雄市六龜區光復路１０９號,"07-9766980 , 07-6891095","夯番薯, 休憩區, Fami!ce(雙口味店), 好市多專架, ChargeSPOT, picard, gogoro電池交換站"
全家內門羅漢門店,018575,高雄市內門區南屏路２３５號,"07-9766405 , 07-6672369","夯番薯, Fami!ce(有販售店), 好市多專架, ChargeSPOT, picard, gogoro電池交換站"
全家杉林農會店,015948,高雄市杉林區清水路４５號,"07-9765352 , 07-6774509","夯番薯, 廁所, 休憩區, Fami!ce(雙口味店), gogoro電池交換站"
全家甲仙雅雪店,023026,高雄市甲仙區新興路９２號,07-6751568,Fami!ce(有販售店)
全家桃源梅蘭店,021742,高雄市桃源區拉芙蘭里南橫公路五段１８５號,07-6866068,
全家茄萣民治店,016863,高雄市茄萣區民治路１０１號１＆２＆３樓,"07-9769746 , 07-6988573","夯番薯, 相片立可得, Fami!ce(有販售店), 休憩區, 塑環真®循環杯"
全家茄萣白砂崙店,014501,高雄市茄萣區白砂路２４３號１樓,"07-9744222 , 07-6903182","夯番薯, 相片立可得, 休憩區, Fami!ce(雙口味店), gogoro電池交換站"
全家屏東大崇店,021105,屏東縣屏東市大同北路１０２號,"08-8218087 , 08-7327312","夯番薯, 廁所, 休憩區, Fami!ce(雙口味店), Fami!ce(圓滾滾店), 烤馬鈴薯, 咖啡複合店, SOHOT炎選-現烤點心, SOHOT炎選-炸烤物"
全家屏東車頭店,018700,屏東縣屏東市擇仁里公勇路６２號１樓,"08-8219004 , 08-7518198","夯番薯, 烤馬鈴薯, SOHOT炎選-現烤點心, 蒸新鮮, 塑環真®循環杯, SOHOT炎選-炸烤物, 馬尚煮"
全家屏東愛園店,019386,屏東縣屏東市公園路２１號１樓,"08-8218589 , 08-7329836","夯番薯, Fami!ce(有販售店), 廁所, 休憩區"
全家屏東商大店,021462,屏東縣屏東市民生東路５１號（圖資大樓一樓）,"08-8219126 , 08-7217393","夯番薯, 烤馬鈴薯, SOHOT炎選-現烤點心, 鼎王麻辣蛋, 塑環真®循環杯, SOHOT炎選-炸烤物, 馬尚煮"
全家屏東民榮店,016225,屏東縣屏東市民生路１２－２．１２－３號,"08-8218091 , 08-7224302","夯番薯, 休憩區, 蒸新鮮"
全家屏東大埔店,022199,屏東縣屏東市民族路３０３號一樓,"08-8203020 , 08-7326415","夯番薯, 休憩區, Fami!ce(雙口味店), 烤馬鈴薯, 穆斯林友善商品店舖"
全家屏東華盛店,022957,屏東縣屏東市崇武里永大路６６號一樓,"08-8218573 , 08-7517627","夯番薯, 休憩區"
全家屏東長安店,020411,屏東縣屏東市光復路３４８號一樓,"08-8218582 , 08-7321979","Fami!ce(有販售店), 廁所, 休憩區, 烤馬鈴薯, SOHOT炎選-現烤點心, 好市多專架"
全家屏東安心店,017841,屏東縣屏東市安心四橫巷４４９號,"08-8218006 , 08-7215756","夯番薯, Fami!ce(有販售店), 休憩區, 鼎王麻辣蛋"
全家屏東中華店,016592,屏東縣屏東市自由路４２２號,"08-8218088 , 08-7361342","夯番薯, 相片立可得, Fami!ce(有販售店), 廁所, 休憩區, 烤馬鈴薯, 好市多專架"
全家屏東醫院店,021596,屏東縣屏東市自由路２７０號,08-7366829,"烤馬鈴薯, SOHOT炎選-現烤點心, SOHOT炎選-炸烤物, 馬尚煮"
全家屏東民享店,021666,屏東縣屏東市林森路２３號１樓,"08-8218699 , 08-7217523","夯番薯, 廁所, 休憩區, 好市多專架"
全家屏東武成店,013463,屏東縣屏東市武成街８２－５號,"08-8218096 , 08-7515082","夯番薯, 休憩區, Fami!ce(雙口味店), Fami!ce(圓滾滾店), 烤馬鈴薯, SOHOT炎選-現烤點心, 福爾摩沙茶館, 鼎王麻辣蛋, 塑環真®循環杯, SOHOT炎選-炸烤物, 馬尚煮"
全家屏東昌賢店,019586,屏東縣屏東市建民路６３號,"08-8218093 , 08-7514933","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, 烤馬鈴薯, 穆斯林友善商品店舖"
全家屏東交流道店,021306,屏東縣屏東市海豐街２－２５號,"08-8213005 , 08-7363868","Fami!ce(有販售店), Fami!ce(萌布朗店), 烤馬鈴薯, 鼎王麻辣蛋"
全家屏東頭前溪店,022010,屏東縣屏東市清溪路７３號１樓,08-7511257,穆斯林友善商品店舖
全家屏東華敬店,017420,屏東縣屏東市莊敬街一段２９號,"08-8218583 , 08-7364107","夯番薯, 廁所, 休憩區, 烤馬鈴薯, 蒸新鮮"
全家屏東徐州店,022602,屏東縣屏東市勝利路１９７之６．１９７之７號,"08-8218097 , 08-7322293","夯番薯, 相片立可得, 休憩區, 烤馬鈴薯, 好市多專架"
全家屏東瑞光店,020575,屏東縣屏東市瑞光路二段８６號,"08-8218621 , 08-7210590","夯番薯, 相片立可得, Fami!ce(有販售店), 廁所, 休憩區, Fami!ce(萌布朗店), 好市多專架"
全家屏東榮總店,022045,屏東縣屏東市榮總東路１號,08-7515358,"烤馬鈴薯, SOHOT炎選-現烤點心, SOHOT炎選-炸烤物, 馬尚煮"
全家屏東福光店,021363,屏東縣屏東市廣東南路９０號１樓,"08-8218615 , 08-7519167","夯番薯, 相片立可得, Fami!ce(有販售店), 廁所, 休憩區, 烤馬鈴薯, 鼎王麻辣蛋, 塑環真®循環杯"
全家屏東豐榮店,018073,屏東縣屏東市廣東路４５８號一樓,"08-8218867 , 08-7364252","夯番薯, 相片立可得, 廁所, 休憩區, Fami!ce(雙口味店), Fami!ce(圓滾滾店), 烤馬鈴薯"
全家屏東廣興店,016277,屏東縣屏東市廣東路７２２號,"08-8218060 , 08-7364763","夯番薯, 廁所, 休憩區, 好市多專架"
全家屏東崇蘭店,022416,屏東縣屏東市廣東路１４８８號,08-7328478,"Fami!ce(有販售店), SOHOT炎選-現烤點心"
全家屏東廣民店,019471,屏東縣屏東市廣東路１２５號ㄧ樓、二樓,"08-8219125 , 08-7210439","烤馬鈴薯, 咖啡複合店, 好市多專架"
全家屏東公館店,017696,屏東縣屏東市龍華路１７８號,"08-8218084 , 08-7518978","夯番薯, Fami!ce(雙口味店), 好市多專架, picard, 塑環真®循環杯"
全家屏東歸來店,021209,屏東縣屏東市湖南里歸義巷３４號一樓,"08-8218618 , 08-7214149","夯番薯, 休憩區"
全家三地門恆美店,020311,屏東縣三地門鄉中正路二段１６號,"08-8219173 , 08-7991877",picard
全家九如東寧店,015218,屏東縣九如鄉東寧路２１５號,"08-8218630 , 08-7397995","夯番薯, 廁所, 休憩區, Fami!ce(雙口味店), 好市多專架, 鼎王麻辣蛋"
全家里港豪吉店,017955,屏東縣里港鄉三和路１２１之５號,"08-8218667 , 08-7733165","夯番薯, 相片立可得, 廁所, Fami!ce(雙口味店), 好市多專架, picard"
全家里港永樂店,016371,屏東縣里港鄉永樂路４＆６號,"08-8218719 , 08-7756890","夯番薯, 休憩區, Fami!ce(雙口味店), Fami!ce(圓滾滾店)"
全家高樹農會店,015196,屏東縣高樹鄉南興路１４１－５號,"08-8218005 , 08-7967540","夯番薯, Fami!ce(有販售店), 休憩區, 好市多專架, picard, 蒸新鮮"
全家鹽埔高朗店,021781,屏東縣鹽埔鄉高朗村三民路８０－１號,"08-8218092 , 08-7933305","夯番薯, 廁所, 休憩區, gogoro電池交換站"
全家鹽埔豐年店,015023,屏東縣鹽埔鄉光復路８９號,"08-8203015 , 08-7936175","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, picard, 蒸新鮮, 塑環真®循環杯"
全家鹽埔大仁店,014738,屏東縣鹽埔鄉維新路２０號（學生餐廳）,"08-8218658 , 08-7628180","夯番薯, 休憩區, 烤馬鈴薯"
全家鹽埔新圍店,016967,屏東縣鹽埔鄉維新路９０之２號ㄧ樓,"08-8218054 , 08-7937325","夯番薯, Fami!ce(有販售店), 休憩區, 好市多專架, 塑環真®循環杯"
全家長治繁華店,018472,屏東縣長治鄉繁華村中山路１１－１號,"08-8203005 , 08-7620282","夯番薯, 相片立可得, Fami!ce(有販售店), 休憩區, 好市多專架"
全家長治交流店,023354,屏東縣長治鄉繁華村水源路１９５號,"08-8203002 , 08-7626098","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, 烤馬鈴薯, 好市多專架, gogoro電池交換站, 馬尚煮"
全家長治大江店,020251,屏東縣長治鄉德和村神農路１２號,08-7626797,
全家長治公園店,022800,屏東縣長治鄉瑞源路２５０號,08-7215226,"SOHOT炎選-現烤點心, SOHOT炎選-炸烤物"
全家長治德和店,016485,屏東縣長治鄉德和路６６號,"08-8218056 , 08-7625826","夯番薯, 廁所, 休憩區, 烤馬鈴薯, SOHOT炎選-現烤點心, 好市多專架, 鼎王麻辣蛋, 蒸新鮮, 塑環真®循環杯, 馬尚煮"
全家長治合潭店,022703,屏東縣長治鄉潭頭路１９２－５號。１９２－６號,"08-8203003 , 08-7216029","夯番薯, 相片立可得, Fami!ce(有販售店), 廁所, 休憩區, SOHOT炎選-現烤點心, picard, SOHOT炎選-炸烤物"
全家麟洛麟趾店,015718,屏東縣麟洛鄉中山路４１７號,"08-8203013 , 08-7212575","夯番薯, 相片立可得, 休憩區, 好市多專架, 塑環真®循環杯"
全家竹田農會店,018827,屏東縣竹田鄉中正路７６－５號,"08-8219130 , 08-7713117","好市多專架, picard"
全家內埔豐田店,016089,屏東縣內埔鄉中正路４５３號,"08-8218095 , 08-7783743","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, SOHOT炎選-現烤點心, 好市多專架, 鼎王麻辣蛋, SOHOT炎選-炸烤物"
全家內埔文化店,016866,屏東縣內埔鄉中興路９２號１樓,"08-8218657 , 08-7782022","夯番薯, 休憩區"
全家內埔光明店,017296,屏東縣內埔鄉內埔村光明路６１３號１樓,"08-8218633 , 08-7789851","夯番薯, 廁所, 休憩區, Fami!ce(雙口味店), Fami!ce(圓滾滾店), SOHOT炎選-現烤點心, 塑環真®循環杯"
全家內埔水門店,019340,屏東縣內埔鄉自力路６８號一樓,"08-8219014 , 08-7992982","好市多專架, picard, 鼎王麻辣蛋"
全家內埔昌宏店,020601,屏東縣內埔鄉昌宏路１７９號部份,"08-8218914 , 08-7780658",picard
全家內埔埔勝店,016865,屏東縣內埔鄉南寧路１６４－１號,"08-8218675 , 08-7784118","夯番薯, 休憩區, gogoro電池交換站"
全家內埔榮總店,023020,屏東縣內埔鄉昭勝路安平１巷１號,08-7701769,"SOHOT炎選-現烤點心, SOHOT炎選-炸烤物, 馬尚煮"
全家內埔學苑店,021093,屏東縣內埔鄉壽比路２２８號一樓,"08-8218610 , 08-7785950","夯番薯, 休憩區, SOHOT炎選-現烤點心, 好市多專架"
全家內埔壽比店,018072,屏東縣內埔鄉老埤村壽比路７４２號,"08-8218690 , 08-7709493","夯番薯, 相片立可得, Fami!ce(有販售店), 休憩區, 馬尚煮"
全家內埔屏科大店,022825,屏東縣內埔鄉學府路１號,"08-8218089 , 08-7740519","夯番薯, Fami!ce(有販售店), 休憩區, SOHOT炎選-現烤點心, 好市多專架, picard, SOHOT炎選-炸烤物, 馬尚煮"
全家萬丹萬鑫店,022021,屏東縣萬丹鄉萬丹路一段３６７號,"08-8218609 , 08-7760552","夯番薯, Fami!ce(有販售店), 休憩區, 烤馬鈴薯, 鼎王麻辣蛋, 蒸新鮮"
全家潮州三林店,016535,屏東縣潮州鎮三林路１８５號一樓,"08-8218050 , 08-7898807","夯番薯, 相片立可得, 廁所, 休憩區, Fami!ce(雙口味店), 烤馬鈴薯, picard, 塑環真®循環杯"
全家潮州公園店,020204,屏東縣潮州鎮公園路１５７號一樓部分如附圖,"08-8219024 , 08-7898128","Fami!ce(雙口味店), Fami!ce(圓滾滾店), SOHOT炎選-現烤點心, picard, 鼎王麻辣蛋, SOHOT炎選-炸烤物"
全家潮州長興店,023099,屏東縣潮州鎮長興路２６號,"08-8218053 , 08-7895965","相片立可得, Fami!ce(有販售店), 廁所, 休憩區"
全家潮州文化店,023424,屏東縣潮州鎮朝昇路１９０－１號一樓及二樓１５坪,"08-8213003 , 08-7899969","Fami!ce(雙口味店), picard"
全家潮州三和店,021121,屏東縣潮州鎮朝昇路３４６號鐵皮屋約１２０坪範圍,"08-8213025 , 08-7892217","Fami!ce(有販售店), 廁所, 休憩區, 咖啡複合店, picard"
全家潮州福星店,016111,屏東縣潮州鎮福星路３５１、３５３號１樓,"08-8218055 , 08-7882133","夯番薯, 休憩區, Fami!ce(雙口味店), Fami!ce(圓滾滾店), 鼎王麻辣蛋, 塑環真®循環杯"
全家潮州樂活店,020027,屏東縣潮州鎮潮義路５９８號,"08-8218913 , 08-7899538","picard, 鼎王麻辣蛋"
全家萬巒豬腳店,020863,屏東縣萬巒鄉民和路５號一樓、二樓部份,"08-8218731 , 08-7813228","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, 塑環真®循環杯"
全家崁頂文化店,016622,屏東縣崁頂鄉中正路１８８號,"08-8218612 , 08-8635750","夯番薯, 廁所, 休憩區, 好市多專架, 鼎王麻辣蛋"
全家新埤屏鵝店,017842,屏東縣新埤鄉新民路３號,"08-8203008 , 08-7972105","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, 蒸新鮮"
全家南州庄頭店,015842,屏東縣南州鄉三民路５２之３號,"08-8203006 , 08-8642843","夯番薯, Fami!ce(有販售店), 廁所, 休憩區"
全家南州壽元店,018142,屏東縣南州鄉勝利路５－１０號１樓,"08-8203007 , 08-8643455","夯番薯, 相片立可得, 休憩區, Fami!ce(雙口味店), SOHOT炎選-現烤點心, picard, 鼎王麻辣蛋, 馬尚煮"
全家林邊中林店,015903,屏東縣林邊鄉中林路７９號,"08-8218077 , 08-8750150","夯番薯, 休憩區, 烤馬鈴薯"
全家東港大鵬店,020947,屏東縣東港鎮船頭里大成路５７號（如圖）,"08-8213006 , 08-8327389","Fami!ce(有販售店), 烤馬鈴薯, SOHOT炎選-現烤點心, picard, 鼎王麻辣蛋, SOHOT炎選-炸烤物"
全家東港潭灣店,018316,屏東縣東港鎮大潭路６之１５號（配送用）,"08-8218920 , 08-8327368","夯番薯, 好市多專架, picard, 鼎王麻辣蛋"
全家東港東隆店,022892,屏東縣東港鎮中正路５５號１樓,"08-8218058 , 08-8339381","夯番薯, 休憩區, 鼎王麻辣蛋"
全家東港大船店,022979,屏東縣東港鎮中正路１７５號一、二、三、四樓,08-8322879,"塑環真®循環杯, 穆斯林友善商品店舖"
全家東港安泰店,019123,屏東縣東港鎮中正路一段２１０號（安泰教學醫院）,"08-8218086 , 08-8339579","夯番薯, 休憩區, SOHOT炎選-現烤點心, 鼎王麻辣蛋, SOHOT炎選-炸烤物, 馬尚煮"
全家東港東王店,023011,屏東縣東港鎮東新里文昌街１７０、１７２號一樓,08-8326923,穆斯林友善商品店舖
全家東港長春店,014762,屏東縣東港鎮長春一路９３號,"08-8218059 , 08-8323957","夯番薯, 休憩區, Fami!ce(雙口味店), 烤馬鈴薯, 好市多專架, picard, 鼎王麻辣蛋"
全家東港東光店,020248,屏東縣東港鎮長春二路２０６號,"08-8218025 , 08-8326703","夯番薯, 相片立可得, 廁所, 休憩區, Fami!ce(雙口味店), Fami!ce(圓滾滾店), 烤馬鈴薯, SOHOT炎選-現烤點心, 鼎王麻辣蛋, gogoro電池交換站, 塑環真®循環杯, SOHOT炎選-炸烤物, 馬尚煮"
全家東港碼頭店,022033,屏東縣東港鎮朝隆路６號,"08-8218023 , 08-8323947","夯番薯, 休憩區, Fami!ce(雙口味店), 鼎王麻辣蛋"
全家東港鮪魚店,019367,屏東縣東港鎮順漁路１２９號,"08-8218072 , 08-8326592","夯番薯, Fami!ce(有販售店), 休憩區, 烤馬鈴薯"
全家東港興東店,023954,屏東縣東港鎮興東路４９之２號,"08-8218071 , 08-8338646","夯番薯, 廁所, 休憩區, Fami!ce(雙口味店), SOHOT炎選-現烤點心, 蒸新鮮, SOHOT炎選-炸烤物, 馬尚煮"
全家琉球白沙店,017329,屏東縣琉球鄉民生路２之６號,08-8611797,"夯番薯, 相片立可得, Fami!ce(有販售店), 廁所, 休憩區, picard, 鼎王麻辣蛋, 馬尚煮"
全家佳冬廣惠店,021040,屏東縣佳冬鄉中山路１１２號,"08-8203001 , 08-8667881","夯番薯, 烤馬鈴薯, 塑環真®循環杯"
全家佳冬佳和店,020728,屏東縣佳冬鄉佳和路１０３號一樓及其停車場（如圖）,"08-8218904 , 08-8666903","Fami!ce(有販售店), 烤馬鈴薯, SOHOT炎選-現烤點心, picard, 鼎王麻辣蛋"
全家新園新東店,021811,屏東縣新園鄉新東路１號,"08-8218659 , 08-8683432","夯番薯, 廁所, 休憩區, SOHOT炎選-現烤點心, 鼎王麻辣蛋, 塑環真®循環杯, SOHOT炎選-炸烤物"
全家新園興隆店,020825,屏東縣新園鄉鹽埔村鹽龍路１５８號。１６０號,"08-8203009 , 08-8325028","夯番薯, 相片立可得, Fami!ce(有販售店), 休憩區"
全家枋寮愛琴海店,020143,屏東縣枋寮鄉枋寮村中山路２４３號一、二樓,"08-8219034 , 08-8786267","Fami!ce(有販售店), 咖啡複合店, 福爾摩沙茶館, picard, 鼎王麻辣蛋, 塑環真®循環杯"
全家枋寮北店,017300,屏東縣枋寮鄉中山路二段１８０號,"08-8218045 , 08-8716692","夯番薯, Fami!ce(有販售店), 廁所, 好市多專架, 鼎王麻辣蛋, 蒸新鮮"
全家枋寮大嚮店,017283,屏東縣枋寮鄉中山路三段３９號及其停車場,"08-8218024 , 08-8713070","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, 好市多專架, picard, 鼎王麻辣蛋, 穆斯林友善商品店舖"
全家枋寮建興店,016016,屏東縣枋寮鄉建興路２４６號,"08-8218081 , 08-8712053","夯番薯, 廁所, 休憩區, Fami!ce(雙口味店)"
全家枋寮隆山店,022330,屏東縣枋寮鄉隆山路８０號,"08-8218082 , 08-8787017","夯番薯, 休憩區"
全家枋寮臨海店,015400,屏東縣枋寮鄉臨海路二段８９號,08-8660321,"夯番薯, 廁所, 休憩區, 好市多專架"
全家枋山觀海店,016279,屏東縣枋山鄉南和路８０號,"08-8218565 , 08-8761895","夯番薯, 休憩區, Fami!ce(雙口味店), 蒸新鮮"
全家春日勇士店,021311,屏東縣春日鄉自強二路１７號,"08-8213023 , 08-8791979",
全家獅子金流店,017282,屏東縣獅子鄉草埔村１０鄰草埔６巷３６號,"08-8218732 , 08-8701236","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, 好市多專架, 蒸新鮮"
全家車城風車店,016869,屏東縣車城鄉中山路２－１號,"08-8218695 , 08-8825476","夯番薯, 相片立可得, 休憩區, Fami!ce(雙口味店), Fami!ce(圓滾滾店), picard, 鼎王麻辣蛋, gogoro電池交換站, 蒸新鮮"
全家恆春麗園店,020908,屏東縣恆春鎮中正路１２８號,"08-8218085 , 08-8880643","夯番薯, Fami!ce(有販售店), 廁所, 休憩區"
全家恆春恆楠店,018678,屏東縣恆春鎮恆南路１３－２號及其停車場,"08-8218824 , 08-8881028","相片立可得, 好市多專架, picard, 鼎王麻辣蛋, 蒸新鮮"
全家恆春北恆店,021136,屏東縣恆春鎮省北路３７號,"08-8218083 , 08-8880565","夯番薯, Fami!ce(有販售店), 休憩區, 蒸新鮮"
全家墾丁海洋店,021557,屏東縣恆春鎮墾丁路１１５號１樓部分面積,"08-8219013 , 08-8861656","夯番薯, Fami!ce(有販售店), 塑環真®循環杯"
全家墾丁大街店,021556,屏東縣恆春鎮墾丁路１４８號,"08-8219012 , 08-8861658","夯番薯, 塑環真®循環杯"
全家滿州豐盈店,019092,屏東縣滿州鄉中山路３０號（配送用）,"08-8218842 , 08-8802383","Fami!ce(有販售店), 廁所, 休憩區, 好市多專架, picard, 蒸新鮮"
全家澎湖尚洪店,019038,澎湖縣馬公市東衛里９－１號,06-9218964,"Fami!ce(有販售店), 廁所, 休憩區, 烤馬鈴薯, SOHOT炎選-現烤點心, 好市多專架, picard"
全家澎湖泉昌店,020057,澎湖縣馬公市石泉里石泉２－５０號,06-9219173,"相片立可得, Fami!ce(雙口味店), Fami!ce(圓滾滾店), 烤馬鈴薯, SOHOT炎選-現烤點心, 好市多專架, picard, SOHOT炎選-炸烤物"
全家澎湖玄武店,021076,澎湖縣馬公市西文里西文澳１６３－８號,06-9216170,"Fami!ce(有販售店), 烤馬鈴薯, picard"
全家澎湖鑫科店,018275,澎湖縣馬公市三多路１１８號,06-9265145,"夯番薯, Fami!ce(有販售店), 廁所, 休憩區, 烤馬鈴薯, SOHOT炎選-現烤點心, 好市多專架, 智能咖啡機, 鼎王麻辣蛋, SOHOT炎選-炸烤物, 馬尚煮"
全家澎湖三多店,018259,澎湖縣馬公市三多路３０２號一樓,06-9269810,"夯番薯, Fami!ce(有販售店), SOHOT炎選-現烤點心, 好市多專架, picard, SOHOT炎選-炸烤物"
全家澎湖海洋店,022455,澎湖縣馬公市中正路４６號,"06-9709003 , 06-9269492","夯番薯, 休憩區, Fami!ce(雙口味店), Fami!ce(圓滾滾店), SOHOT炎選-現烤點心"
全家澎湖朝陽店,017793,澎湖縣馬公市中華路１６９號,"06-9263340 , 06-9262242","夯番薯, 相片立可得, Fami!ce(有販售店), 休憩區, 好市多專架"
